N,P,K,temperature,humidity,ph,rainfall,label
97.35423871215147,45.97347264034804,44.66855302715365,27.092434325931233,98.69593006382937,6.245129806551139,275.1730506717541,Rice
89.53880841624121,40.388177652230546,37.56611809677872,36.722504367436485,86.1641674109352,6.044072562985943,222.14393698314308,Rice
80.95957400551353,39.925211735244794,35.71257008960214,40.06751128627559,96.07397874210042,7.01573110797866,193.04039972622002,Rice
61.91268887971526,57.7448739136164,37.0973353991632,25.315611411958393,80.43887593932979,7.4354823820266995,225.01941496134543,Rice
94.01011263108104,53.96468111401632,40.234396271672665,27.30032809355714,99.62017657173209,5.768005104096928,280.6942411944992,Rice
75.18694772363354,58.294133531261664,38.32735056202139,31.39108736145617,94.39199654713514,6.315427963488669,204.00079719704445,Rice
97.10725357943166,46.01360671107504,40.97715251068733,35.16489661891283,94.95965205770743,7.0096729098383,216.46179684187297,Rice
94.77226020751642,58.72611439965554,44.04155880488318,23.5932089754918,81.39838876416572,7.4003005509006945,186.14798338986176,Rice
90.02383367650975,43.8786248702122,44.43639114736028,30.022090121956317,86.1755687389547,5.828859966453523,292.4625384746419,Rice
84.28753640360662,44.69834063802781,39.33967026309407,37.96835777239455,84.94413148263843,5.583610957481018,294.4769091668954,Rice
64.35040610794584,43.65177071962479,39.419820597149226,31.450898955991164,95.4380999202092,5.951825944660728,279.28846075060676,Rice
66.5192512816512,52.47159976183062,37.25574792927374,22.45569018490607,86.05058459433162,6.448822723933909,183.5710764748215,Rice
76.85830652411201,37.84278275913384,42.04542830293785,27.837224705869954,89.67428697403594,5.798888036140896,226.010432918289,Rice
91.36918523948901,36.53009117252918,42.93875994167544,20.320285928299487,80.99280997504614,5.43994035797987,285.5092481046588,Rice
67.51049958974087,54.09598217905332,37.27180046212957,25.67905160412205,95.9983682523936,5.664912200657801,197.02568193645584,Rice
81.53248889594782,48.52121805089129,40.363225067678584,29.235083993635666,89.13782622940168,6.978788513936955,220.1536059863879,Rice
93.76696688066488,49.773408834620994,39.108505676248676,39.28195475426328,99.87147031221642,5.927265223512903,250.77438000883637,Rice
81.32363387646593,49.65776399062688,44.08283118021063,32.225282567582255,94.99890278819058,5.643710437163895,203.56131200523484,Rice
101.67067369760385,50.69277316500997,36.69293828328643,21.928242503532505,85.55942662604421,6.827973338746102,293.2322634795944,Rice
61.624982915932755,38.261683779838485,38.04787403482364,35.459547341439645,95.77240690793664,7.114660121214234,273.269923020157,Rice
98.44055666841027,48.290042410736056,37.37260878085094,23.208997635503263,95.57785952416022,6.086645863924269,225.7082041530406,Rice
85.53395052174267,49.999284914230515,41.556493016110196,24.123936954163806,91.98956233360647,7.1093280695449845,192.22283236796872,Rice
65.42238339803366,55.4362170649204,35.901183908924864,23.899851056141117,95.8820354718374,5.524612147184148,181.68767406378038,Rice
96.26567561729377,48.25216724141909,42.36804810873161,39.0025595245119,91.15048895914208,7.536407941604224,235.084172442748,Rice
76.18547893879152,51.345765943361684,36.444633165020356,31.414977049468284,88.82869827177751,6.5982109203951085,196.9387358014739,Rice
80.67573083391962,38.29644486044631,35.130194909177504,37.47147494949168,87.49795627412232,5.580948551115587,221.2648216001389,Rice
74.61896197842366,45.02363571060267,41.203504784771695,21.31221034834095,92.91752654298139,7.201775321754242,188.81052776215654,Rice
70.99664217576593,35.034967061334434,35.07304667432504,35.18176099033614,87.8485135553214,7.588193026834246,296.35484323240223,Rice
76.39118423489666,55.90628779603978,37.26058935086724,40.53923970876105,93.5496848716879,5.829672754800064,240.37651658375103,Rice
83.54516738221427,47.07525673078601,37.7200168158865,30.831082060306134,96.55064551565981,6.131578053335041,255.9965430984726,Rice
70.89303977274524,58.069093975726275,35.678160070792764,27.715537024765744,97.05127711300847,5.833095466363015,216.09823884891162,Rice
89.21163835275861,42.01529866040941,44.25539304794646,39.84178053355815,93.95364940536145,5.642139624626686,214.04248594501752,Rice
80.72959328159358,56.53842776300819,44.89242126469274,40.01260989572226,87.0177415060004,5.943794385409003,213.89143270823786,Rice
69.12709390210108,47.53450488034794,40.85381276511756,21.174630360026047,83.66413211884691,6.368376733212695,189.56244170469483,Rice
81.93860107699349,35.33993725628655,44.58032512370965,28.400351503398408,85.74476680872078,5.748561005270804,249.58798379573076,Rice
89.75624927286773,53.41880310293794,37.622169463616984,23.48188033463498,95.69840070552289,6.849684515622071,220.2808760808494,Rice
95.8928374752718,38.66613797812891,39.65182299696473,35.47640648225245,89.01730081969535,6.927962989142774,192.59160083151218,Rice
90.70549125801121,39.93586592659315,38.46272162415086,23.66314757335505,84.23898716921772,6.325458404285947,237.60312505497515,Rice
78.37839820202352,54.26054811727907,37.82264262633093,31.567681132586277,99.56432812830396,7.560505289920271,275.150236570602,Rice
68.4884862363438,59.0549785136064,39.69766000484819,23.30774693632107,83.8071785186798,6.215374873704386,289.5715162471637,Rice
79.7155502744887,35.83641020254395,43.612920730948744,38.66551962740966,85.1991932029161,6.910391356458634,217.29559091754885,Rice
88.7710204874867,56.014758870248116,43.37135009859111,38.26809281319828,93.79578385550752,5.945254257430854,195.78867124461263,Rice
98.25225557476973,40.22868800138781,36.43335283081729,24.562617461264445,95.12626899481559,6.495431269218572,185.43566487723237,Rice
66.4138062611724,39.82254790675797,44.6306959261946,25.20696570233484,98.68406269195694,6.65105937084855,237.02323833016032,Rice
62.37801352805044,53.818591922079165,36.98135852558907,20.379186581311757,98.28614146269155,6.924599550713635,299.33260503725495,Rice
74.3220438986198,49.949725233974895,39.47348439247338,27.903459829695308,91.15467092197484,5.827783764594081,281.0912839266164,Rice
91.32735297130344,50.32342627485326,40.20341810235857,31.378390562999645,86.84016478553052,5.530478152874915,267.74952865852487,Rice
94.00544546203682,35.548821464805336,39.64234030256568,37.583691645605434,97.99597235196937,6.489914399057367,256.3988246056924,Rice
88.78961293111495,50.3439939667774,42.40950869893284,34.77058583359,81.09934987321284,5.766724127917383,242.0563074433067,Rice
62.627214914116266,46.1295355635868,43.66252427219351,31.70049881581267,99.49339379351468,6.945727981729488,223.85198568786103,Rice
92.33234466510385,45.37859768462352,35.98331353717912,28.90825791258808,89.00576942209582,5.98459292048006,234.1330925642722,Rice
89.6893658760131,48.613230717651234,41.46136428710201,37.7943607381515,86.42405080473108,6.891353537620249,203.8140562680571,Rice
94.93250002412756,39.386718917198515,37.185873306976994,27.599125467346447,95.72155063793022,6.8478010742095305,194.82676240834525,Rice
74.7070922690311,39.454607262680895,37.37178062010411,37.05642975830797,87.19088731769541,5.332047960273952,236.73851324336383,Rice
81.03114282912463,53.71704149188646,41.014453621243774,35.72682019358398,83.88394753049288,5.961614601986664,244.09716888198713,Rice
89.29514867658511,46.46143146351161,41.66855741710436,30.814236560668473,83.5736309722837,6.5140812151755165,213.92276892284957,Rice
81.24592761611703,43.72712934240237,38.015029835554685,30.834567525385026,91.73469573020996,6.344259053023905,193.7117822538116,Rice
63.259475558418025,38.080527122252114,37.51987383116194,27.49327948373159,91.23346217079819,7.562922049414505,282.85295613154983,Rice
88.37255616939439,50.13040691686531,42.58784798858523,26.456903469529404,94.38585386701713,5.592816529310517,210.1188484961136,Rice
78.59959092114063,59.71348910636695,42.5015616038523,36.558815860484614,96.49526874752954,5.879796038592529,290.1355364067631,Rice
80.46865759619213,44.58569376384117,44.271729262676295,27.003766191362416,81.88945688097952,6.216016234825212,227.19407978394406,Rice
94.60073615567052,51.10555170350402,38.788407823836444,38.521427111450464,99.31789877501882,5.587737961100053,185.98268752816554,Rice
90.90314224139097,35.451776780116866,39.98481902428992,33.311966122377,90.7812618767791,6.234544184249837,187.05445568776412,Rice
94.89435574752854,45.03983679977557,44.0609962413572,21.49338889473859,81.77082923503612,6.741363570789349,257.5985651394031,Rice
71.28747968528256,47.7305821864707,42.61134447699879,22.999138575904688,84.84892034329509,7.202563486971958,223.97083236356627,Rice
69.02317586327835,48.33934443873314,40.2058788726771,20.589104990313572,92.42602705628897,6.923639822375136,298.9169223177854,Rice
62.602512168389644,53.71992294610734,36.531903214402654,26.81738269451096,86.93976741606443,6.496667361012135,266.27340263172636,Rice
89.02967798310823,35.77487997911111,39.13687900044312,31.175695040478658,83.72181734634076,6.611593092079516,210.85108498649612,Rice
85.35213516949347,55.7160737438447,36.64406546341724,31.458706973122247,90.77444995482922,6.642784397543463,208.55375833696155,Rice
67.27054725161099,55.54132063335397,38.49685345546564,28.867653583162916,84.3370491522906,7.520529134196574,199.28019060180978,Rice
71.42441698649948,39.74795903539855,39.48585295948857,29.993414562244446,98.6095818956186,6.633091316337735,234.79534702204498,Rice
96.12259283819814,47.65149446326274,41.64045852868695,37.591257238345094,93.72924082858052,7.090354376598451,209.79071405997686,Rice
76.35333818921279,36.60506431222368,40.908742824353055,33.903952607821175,92.98901634437848,5.338777115001387,213.06365924786726,Rice
73.1833306757609,56.38101874262961,40.14219758429418,29.81327900979249,81.31488188412476,6.609780267985779,223.8562887331969,Rice
64.09089199363471,45.425562263504204,35.65813784170975,31.575119058077373,97.09350000227644,7.015300565483581,232.03234459183398,Rice
63.16420945115012,50.413791665872694,41.34946561779558,26.13870934472925,81.12785045893793,7.504834684093743,196.15393611536092,Rice
99.00530223941408,50.001966548054455,37.354008834509386,22.731927103515627,92.51980386489754,5.799994195822226,284.77025509165225,Rice
80.25380546876923,38.75296026463882,39.4299602272518,33.14525826906073,90.19408895525771,6.023941276345264,270.48105403370585,Rice
92.20401024974873,48.2476455948023,39.760287099697635,22.331480435198166,98.51356607525464,5.89812491626495,223.56909882229002,Rice
73.5200230497378,38.814164601931246,42.823159379563656,37.88813450516608,80.0395705552704,6.367716035830651,204.21677756416014,Rice
80.65059682459176,54.70624775922674,43.38952616261441,25.69241084232197,87.37803418727515,6.650520143976397,201.5575200589495,Rice
97.47906452407548,37.727025954627486,44.564632613635844,19.076398140374405,91.71677765419867,6.131442943120353,192.55362056490495,Rice
92.4725653241779,37.47526672655764,38.27301910082034,26.13353718460531,84.75390847467324,6.042504607182672,259.9018995344867,Rice
75.37798268507383,57.51226338752481,43.65792051433756,22.83256880650733,86.75017397411486,6.4099110336142004,206.72581010423158,Rice
86.99241667558351,48.68726176058971,39.774837878048885,23.519972867853358,96.31355454930822,5.99727185752808,195.33317886748725,Rice
83.997360235331,55.730039325637314,42.19365278898308,38.854129345242995,80.9752517439006,6.9926163368700545,221.2835845924957,Rice
68.90041567669488,37.17543868528066,44.9658938276515,25.91639744918229,82.6135841767535,6.459748319139495,210.2013331867982,Rice
90.43527033238287,49.63620115814154,44.228008028397575,21.15808016657021,84.70295056997912,6.504391431218461,187.86601424089875,Rice
69.82469355468584,49.0011060565738,43.33924439944455,38.84723282315746,93.64690376579946,7.054522048285093,237.75407911226995,Rice
73.17569178989393,35.848503377386045,38.08847351929917,28.24188110671754,90.33369484464193,6.479308118917425,236.41206433009236,Rice
88.58437786038684,43.56830211506485,43.355671838967254,28.795857553505428,82.90822721818623,6.895074474601387,299.2334349577892,Rice
85.98055825440896,40.250023796295416,36.983722954653906,32.49828355308007,87.33259787945646,6.708390417124627,196.43628708047228,Rice
99.16391385959601,56.317659502290105,35.19162769663788,35.017282796693415,99.21596650104851,6.3212480705899035,259.51216831893146,Rice
79.8274481028097,44.73855395754644,35.043968172355804,30.643065089527365,90.98108037948592,6.173218130548024,241.0631516717869,Rice
63.61867326962294,44.60040970139367,37.81590684486242,38.825779026697894,80.4651663135081,6.040578954597761,196.9271414609945,Rice
67.17543280612963,56.23279444366061,39.43281201711052,24.08014783016005,88.92849903523316,6.829947006671156,228.77530496312653,Rice
91.40728646760122,47.99448418920527,38.91007111136267,22.57483501345131,90.71588092257159,5.811260907842987,294.60480243377583,Rice
82.99253567128645,41.490562298580656,43.463191051182996,28.70571679425106,81.38681930268726,6.571748939997089,259.89845123925295,Rice
73.7135301075766,57.71527775143119,37.35189338582514,28.20960179625567,99.15265154412101,5.415169660666344,264.9069453171381,Rice
83.58020431281776,51.31448476970056,44.68193036032886,23.585628674000525,99.95766679474298,6.501001819244454,247.82368561781675,Rice
73.35898986578664,37.64094259242301,36.06909154235657,29.22110611269525,85.51710690994226,6.886482164492531,239.33012510681277,Rice
75.46799153209578,45.72444663292434,41.83507253738114,34.38348476442673,86.22830306205987,6.379860119326268,212.94251364116133,Rice
74.78293697847568,51.64703802656851,41.577873650263086,24.76756859511304,84.11613075440067,7.479233036959719,291.8561882157328,Rice
97.08199731110176,43.621574501235244,35.57162847820632,29.565195809808642,99.15182039463423,5.537012806697438,206.14027565070313,Rice
64.10662313298243,41.55137802745823,41.257108004961026,34.623058284332615,92.74791127983329,6.585423736745068,206.55010114504822,Rice
60.87678430272915,51.780742320930415,39.38276977354667,27.69718203397187,86.46446131218066,7.148675414480869,295.9552003651612,Rice
92.87622924167115,45.051992529160984,42.68898135294414,21.986288009724014,83.57490940605572,7.341697071664516,203.4759294579835,Rice
62.43700992751023,54.06002085066813,41.76863642694535,37.52336619121386,90.99593229345253,5.3841744931729485,229.2463706701375,Rice
94.63354308827759,59.885621432129035,38.27747198672126,26.146968875658107,89.05940661124012,6.048428958899829,212.78636040745783,Rice
66.1424500890572,39.529388148325104,41.104266846831635,31.657321888355163,89.55279678373724,7.209779019605902,232.72472947250512,Rice
78.28043646494753,36.65862530611461,39.99719168627352,22.323736798960805,95.28242315076511,6.0000644495814965,277.1384703385319,Rice
69.30861803155389,39.30672947314851,37.55832141426132,38.62371714588273,91.91220286767067,6.725290454157518,257.5410916333301,Rice
63.17402636704468,38.95490662356605,40.66495820431967,25.496657826634898,99.06474093416342,5.859165435485714,191.43613014556436,Rice
98.51783754720901,38.19378192181014,36.723832700349675,35.270600168476534,96.12715410386978,7.398478469719467,195.81225768589348,Rice
81.39921212721309,47.31516675685075,37.049879975786574,26.86455088331472,90.93353824953608,7.311006090206823,288.33507950205706,Rice
86.51336466300748,35.5175470082947,37.78956293027006,23.48348675032787,92.99926786705734,6.309646308638206,226.18004551617102,Rice
64.78454085252207,37.000122636528914,40.78729535560227,32.61553296059472,91.60616681462837,5.552365630475138,214.5112828630513,Rice
92.86496913454636,55.82506685642849,44.84341467395703,22.616011297261974,80.63602548262743,6.490221357440232,239.02212012955653,Rice
89.32463238696833,39.45518334338377,41.15233989927679,19.959436972609808,83.57741449297957,7.063713406296432,235.43117411310197,Rice
58.30279841275364,39.90551920572636,38.48380784082955,31.44743760944153,89.87232046672274,7.192021451702483,272.5576220998677,Rice
64.82608785953578,59.5706854382796,37.50450658909132,36.24714691543443,90.23753977911933,7.2617760183978834,277.2761127448214,Rice
97.98214313768679,36.694337056573005,42.29579651167605,26.724496147649443,91.93948686752577,5.723435899552895,184.33978409895104,Rice
79.77363387846384,57.93266011934065,35.128598154659976,25.837909689731365,85.22530070274617,6.742520679077877,255.58755447835102,Rice
69.46303753691892,49.731738100811086,38.33167211722705,27.524030455432612,94.19434702690077,6.969008525188807,251.69953576434142,Rice
91.14630957942195,42.99590052797601,44.700710931392784,20.953197225252406,83.05325731810326,7.018899371533894,283.73408588723146,Rice
63.59501507436309,53.20498310852994,38.36805336293044,29.472488024462013,94.81398560442398,6.58833126539336,252.66900924826396,Rice
80.35416778654286,57.47569846131879,41.75628218005198,34.869376309411514,90.0543319259096,5.886207812288316,186.22365549113061,Rice
71.28430440425024,54.47794148394096,42.35830053102526,38.21501909164215,89.79717265997672,6.692528142713682,250.25320674059802,Rice
67.36348131879991,48.37450782197759,35.58839393204909,23.473353393341146,88.46435470169263,5.6870888078495625,257.5340577359631,Rice
64.04623709448687,51.727341410800385,36.07982467019803,39.06158704682396,92.84463355462192,6.282083766252385,287.4234851340665,Rice
61.14015816884985,41.69948571346918,38.349917078527156,29.436122724439464,90.9651164443268,7.190981689225496,293.4242084860862,Rice
94.311547203001,41.51448025741601,38.07172287048818,26.041038307799568,85.83801499160045,6.392491764116897,209.66095473060216,Rice
63.59852254112218,35.61368183976701,36.69320202795184,27.891116582178114,89.48860083684855,6.908308511525952,233.53929300370694,Rice
73.46748239660458,42.07235962646501,36.02652229936921,24.97231379948039,89.92227968047561,7.177673528567142,209.8523876747248,Rice
87.85031887289968,46.563697311507184,41.5119593635057,31.392137986946736,80.03193561926211,6.021449810222025,244.78647407998847,Rice
89.92040722755488,58.56541876089824,41.52841299079079,36.55448801263981,98.10416670187664,6.438237434225884,181.75560465208522,Rice
63.09389986897873,40.843351508350196,38.74114668039149,27.559785504849263,83.180425468068,6.62246821208889,235.05266259753154,Rice
62.498686386665774,43.71900443140964,41.55593994074938,30.766454571003656,94.5049869556958,7.073981520737426,201.26192810105408,Rice
96.08303497664251,38.57538765777712,42.66970140395403,30.14793130164849,96.54104685804117,7.587549053541034,269.90829771191034,Rice
91.10470819079741,47.03424993028018,40.364988768996966,37.615820885214085,92.91073488901266,6.592222804175717,225.39650049470595,Rice
92.62493575059007,49.37923401874906,37.5613612635153,34.72607938875627,86.4623736474723,5.935888106098446,224.4261886687689,Rice
62.40198838243257,39.56349792073757,44.35029606444485,37.790289101902424,93.50959926129438,6.912245285540924,229.4369783369466,Rice
84.87233402778963,56.90973199775395,43.93868620372619,29.524645139669644,92.12218217495958,6.622945590006039,227.21518207957772,Rice
97.20967456154679,38.55679178399735,36.17070300651141,37.60255950486722,89.30320649252673,6.834305705397302,260.3673676344311,Rice
74.52747519444249,50.76109836397451,42.98822304389108,21.645958376203993,95.59602569279542,6.6766338078876775,206.69686219524743,Rice
71.01186912611568,38.82688620819127,42.448004731171906,28.1224704985907,99.3627585368841,5.555974105650471,222.85046509015302,Rice
76.22231201448747,42.685565427617114,36.98277704947314,19.49884662904842,91.46013665641404,6.072608804492156,263.83727515952273,Rice
61.899267872908766,59.47031466379394,39.71122617249431,37.66315223988556,82.61393549283109,5.928416729530653,239.59532011631507,Rice
60.91000041136092,57.174847500639586,36.75925833155038,23.508208510707316,98.99895293676386,5.799457179232058,280.2582283524385,Rice
84.02479482540267,45.929600910421975,42.32394696702533,30.02767669484411,85.2561748680667,5.412095286285138,257.3171655084867,Rice
93.58313911048982,52.612875909374694,43.989995972552144,39.16613754051886,91.87161874645028,7.0320005904538405,185.3293444406799,Rice
82.9841208629041,37.64058223756486,42.77818605287953,36.52051681018957,94.89955239382115,5.66197939056673,251.3181452913122,Rice
70.5777523720514,37.05766139835841,40.90102273606123,27.46618230696124,92.58340241725455,6.658547260440577,292.41235755824994,Rice
71.11075029122573,55.91718446495614,39.627593920918486,37.68797896157176,88.85708336810622,6.120689522334493,225.25845747294687,Rice
66.72506597525874,42.69241292548109,36.40792430695928,26.421218164602116,97.21023623004925,7.045458045467303,277.377699624344,Rice
96.75998141713501,46.72757260283342,36.675404609761856,24.704002367855647,82.44660619101725,6.713358393566415,269.7615460696913,Rice
69.63166671619457,49.87667938466897,37.437573769518934,33.97024718884576,89.71413548099773,6.520131345473424,183.13726565969122,Rice
87.36115935319947,59.890151585441195,43.360211593254846,23.476473194160743,97.79867720067854,5.489068050149633,268.60877792830706,Rice
92.85166650548102,39.197327254154175,39.49698562425916,37.22246289400964,95.77325919523842,7.426573912778173,287.45487138487,Rice
88.34348143211271,59.64233569583174,40.99790131954648,36.1259595614089,99.79063675489387,6.896422213935275,235.68578270001473,Rice
63.17381176297523,45.66395030672368,37.95327742312799,33.661968962088764,87.83640761907766,6.886325617495412,269.1532109376383,Rice
86.14938612732455,57.81964435139048,44.9808967417763,32.562211542890154,96.58430564214318,6.26037352915812,287.0567629640843,Rice
83.32762897909407,56.649229531892296,38.308610166445845,38.72512300733066,97.52317450396544,5.810214248714165,299.48341188419886,Rice
60.24540670683731,52.935898206661335,40.809926159627686,26.30260500902205,97.06578981083878,6.638778453750241,192.77099712559018,Rice
71.40896162789069,37.255603155605115,43.08036816562593,29.42128434556695,86.84952708669756,6.8440515264457895,263.9553606543914,Rice
64.04496366031653,46.72338114363468,43.49241359825601,26.526121159453066,91.88083572930965,6.155347679978461,198.624506637349,Rice
81.77443275013583,38.27538468688349,42.42167106350519,33.39315519095273,96.9664271344434,5.646071134829204,261.67628992048526,Rice
92.59307270660359,59.71298453876069,36.328268690058806,39.48056969946341,87.64681044839996,7.493526977674784,220.6425207104211,Rice
84.55762741728354,57.40552180515439,44.27030469928869,31.19637747240304,93.27909776003835,7.147964582732303,183.84312128303634,Rice
97.89914448598276,35.71463873349828,39.668776781017904,23.13630803666572,96.05957618609175,5.677482655237895,292.3274738327086,Rice
85.37703444497414,40.10153172819372,35.46235132631851,39.37932236480935,81.0239172746235,6.57574642134304,215.33020314384555,Rice
81.59042188233606,51.98850612440983,35.90759347889568,25.44702522261666,98.27916166359316,7.173416518892092,252.28056355225596,Rice
93.47882219160286,40.34778519740743,36.82996319168834,29.3630480824945,89.93860707294958,6.8359880421000065,227.18505859578892,Rice
86.62596490785204,59.43198475948742,43.08481298648766,23.75013977589132,93.23808117569928,6.632613659722816,244.2994641293477,Rice
92.69021658916265,50.993725881529315,37.245763752131,30.5449207280973,86.48555018311437,6.958659072126066,197.06990050786018,Rice
91.27300835453383,51.42171696594819,38.92144514447534,32.026047043186274,89.56103329300825,5.662364287050868,282.359880925779,Rice
80.93225494795254,58.18296387352321,35.684711460906435,22.138006147176192,90.46561104227598,7.128447753676951,293.176856182399,Rice
93.49892255018908,58.459653410858614,35.587705634410334,28.299319385509488,82.722596552391,7.320682716323891,278.5888609859483,Rice
87.0608053282042,53.42205849628784,36.64989599703736,34.17608693341954,80.72375671186508,6.443445197084594,287.1956984309862,Rice
86.41424001015334,37.71247012138939,43.16766722251972,26.026345058319627,93.94177204876695,6.156960194368973,251.7859576945452,Rice
66.58733238326585,54.535779673483034,43.36199125030736,39.10866894113981,95.38364935851766,6.227548806369862,181.20926515916767,Rice
100.88565522416329,44.15661686175771,36.411987166837086,25.213566480609792,80.7286158730433,5.6260548473862935,216.2578452951859,Rice
83.98575511290494,58.978979577502706,44.7760793382855,28.87728099192869,97.48542851534808,5.877471765014557,207.4158511505119,Rice
74.44313354185654,37.12522611716684,43.88081477945601,33.71660107743113,97.29396285867486,6.565395647725032,189.96264403846158,Rice
75.2549780873122,54.40350970324831,43.06025575573503,38.46582894029349,95.68718630692534,7.5966002409692495,295.1232614385623,Rice
87.56614742482294,46.70477758079136,37.26907335914942,36.91005568768993,93.48390793212718,5.694796219363994,285.1052119990602,Rice
76.39723156158854,56.2530471998662,42.5892989312083,39.27126772188747,92.81281492049192,6.017631947231997,194.6256485882287,Rice
77.20289844915624,35.40209337588947,40.58353541574832,25.37060694383226,92.61280728870288,5.208865657311149,245.57236213809608,Rice
62.746633940636,41.264032280402056,43.711769199681605,34.29749798580569,87.2529605119059,5.331371871334785,261.1101795975028,Rice
92.86908814781765,50.432828305842094,39.29978269400152,29.02634605824295,88.41620109903062,5.561108494363709,235.20916553602765,Rice
69.75489566177842,50.86666604488525,43.6414133241023,36.28419676781695,99.88788636774188,7.2594566036520884,205.45063973576106,Rice
88.79425722933061,50.46525123425809,37.74825711704061,26.62148052939423,99.51454361135717,7.6560798998766435,275.5882117500943,Rice
98.37997300269976,48.123694771942944,41.24939568526327,30.106946078598025,87.1555607571613,5.8816935157026125,292.22838294932046,Rice
67.53003834444169,57.515236155727635,39.2762393563476,27.500690341679775,87.74262289713077,6.116865606889842,262.3756309096422,Rice
73.57918606619309,55.98198058680972,35.216541500354715,34.45544963015015,96.22530578315471,5.650303812672544,229.19425614896943,Rice
58.73540520405604,58.9375888602707,43.29994800106168,34.21918634409033,96.60147839465239,6.418744004386176,225.25594740311467,Rice
87.14306785733113,37.654073912077514,42.84415729605981,30.570666904547757,95.42297422160016,6.113300258958115,233.3144767334318,Rice
64.00242550383108,43.06952112696182,39.411611496823994,35.4764561197758,92.94090758727907,5.949481187673475,237.28463879055772,Rice
85.53674220153545,57.40598889312051,37.89425777591247,32.489420810212344,94.7104710992354,5.6753798010310295,298.4509212360257,Rice
67.6885376311157,45.34004707183101,42.49631320125973,30.82368012545744,81.78778799923133,6.6920006925668885,240.23935923183546,Rice
97.64168183181245,52.0330400105595,42.28930070320609,29.69527011601552,93.19591718756746,5.896548230773746,203.79593982680075,Rice
66.13910126533673,35.36526997788949,44.89911246163417,29.475385389897326,90.58791532315519,6.088789700386292,236.71902026543023,Rice
76.60771731987695,36.19974568144615,38.22549365970663,21.165216243216133,90.26669430334675,6.7996770550241274,194.24193334388798,Rice
96.35900313911611,40.99139026602621,35.26997720196694,26.66947630555523,88.307410921851,6.977161416122893,198.1116011949217,Rice
68.2864242237953,39.468479358111395,44.28386836852267,23.354949794260662,94.49734835269125,6.229829732481924,230.79577930070363,Rice
68.61156501938432,38.104100401751076,39.85578977567242,27.421793450342335,94.2886828826255,5.8030910578169825,244.3956320612266,Rice
69.30110779809195,53.49301375519509,44.78285306456755,20.72432980793801,88.36774826013418,5.568654499292822,198.64371236744307,Rice
94.89593619795428,38.98878180535335,39.417490189684756,21.764411613440117,94.40156941087183,5.827693123358778,188.5848890796528,Rice
62.2401767365378,36.82185001196228,36.29926645352922,32.60444807576982,92.74070318004257,5.789988774041146,230.19359582796957,Rice
95.22273612091733,47.28214469304572,42.31860347635233,30.802674719824868,81.19563225494852,7.182991049460931,251.52271875890108,Rice
87.62307311489405,44.058064917520774,42.85540315152741,32.15949618447739,91.11095513577014,6.201070973470479,285.2737126800399,Rice
71.93453462159701,56.62207857538746,38.49388019691397,38.39230149536843,97.72173429201527,6.155713330281534,285.1903816995623,Rice
87.6537877174872,38.58253723775438,40.72095325376539,35.09719949458909,92.14167769548445,7.605783169762219,255.19285317791457,Rice
75.38875537940653,38.02549011324288,44.514761389734346,38.80856273927768,93.12994376852596,6.03910150450181,216.6513665170918,Rice
60.19146239370548,57.29100655060466,43.39537478149051,21.783227210221405,85.5965805919652,6.023740346829062,292.897697144449,Rice
